code_system,currency,domain,effective_from,effective_to,facility_component,item_code,item_description,item_label,jurisdiction,patient_amount,payment_amount,payment_unit,professional_component,provenance,restriction_text,setting,source_id
HCPCS_ASP,USD,medicines,,,False,90371,1 ML,Hep b ig im,United States,,136.952,1 ML,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0770,150 MG,Colistimethate sodium inj,United States,,14.494,150 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0775,0.01 MG,"Collagenase, clost hist inj",United States,,78.299,0.01 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",Inflation-adjusted coinsurance,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0780,10 MG,Prochlorperazine injection,United States,,2.762,10 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0791,5 MG,Inj crizanlizumab-tmca 5mg,United States,,129.937,5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0801,40 UNITS,Inj. acthar gel to 40 units,United States,,4133.449,40 UNITS,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0802,up to 40 Units,"Inj. (ani), up to 40 units",United States,,3674.678,up to 40 Units,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0834,0.25 MG,"Inj., cosyntropin, 0.25 mg",United States,,18.384,0.25 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0840,UP TO 1 GM,Crotalidae poly immune fab,United States,,1906.906,UP TO 1 GM,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0850,PER VIAL,Cytomegalovirus imm iv /vial,United States,,1858.821,PER VIAL,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0870,1 MG,"Injection, imetelstat, 1 mg",United States,,59.531,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",Inflation-adjusted coinsurance,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0872,1 MG,Daptomycin (xellia) unrefrig,United States,,0.042,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0873,1 MG,Inj daptomycin (xellia),United States,,0.045,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0874,1 MG,"Inj, daptomycin (baxter)",United States,,0.06,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0875,5 MG,"Injection, dalbavancin",United States,,11.293,5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0877,1 MG,"Inj, daptomycin (hospira)",United States,,0.057,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0878,1 MG,Daptomycin injection,United States,,0.029,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",AMP-based payment limit,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0881,1 MCG,"Darbepoetin alfa, non-esrd",United States,,2.92,1 MCG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0882,1 MCG,"Darbepoetin alfa, esrd use",United States,,2.92,1 MCG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0883,1 MG,Argatroban nonesrd use 1mg,United States,,0.864,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0884,1 MG,Argatroban esrd dialysis 1mg,United States,,0.864,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0885,1000 UNITS,"Epoetin alfa, non-esrd",United States,,6.876,1000 UNITS,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0887,1 MCG,Epoetin beta esrd use,United States,,1.09,1 MCG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0888,1 MCG,Epoetin beta non esrd,United States,,1.09,1 MCG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0894,1 MG,Decitabine injection,United States,,1.064,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0895,500 MG,Deferoxamine mesylate inj,United States,,10.02,500 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0896,0.25 MG,Inj luspatercept-aamt 0.25mg,United States,,43.514,0.25 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0897,1 MG,Denosumab injection,United States,,30.101,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",Inflation-adjusted coinsurance,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0898,1 MG,Argatroban nonesrd (auromed),United States,,1.214,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0899,1 MG,"Argatroban dialysis, auromed",United States,,1.214,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J0901,1 MG,Vadadustat oral 1mg for esrd,United States,,0.137,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1000,5 MG,Depo-estradiol cypionate inj,United States,,53.811,5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1010,1 MG,"Inj, methylpred acetate 1 mg",United States,,0.117,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1071,1 MG,Inj testosterone cypionate,United States,,0.025,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1072,1 MG,"Inj, testosterone, azmiro",United States,,1.296,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1096,0.1 MG,Dexametha opth insert 0.1 mg,United States,,90.019,0.1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1100,1 MG,Dexamethasone sodium phos,United States,,0.085,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1110,1 MG,Inj dihydroergotamine mesylt,United States,,54.978,1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1120,500 MG,Acetazolamid sodium injectio,United States,,28.127,500 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1160,0.5 MG,Digoxin injection,United States,,3.911,0.5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1162,PER VIAL,Digoxin immune fab (ovine),United States,,5383.321,PER VIAL,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",Inflation-adjusted coinsurance,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1163,0.5 MG,"Inj, diltiazem hcl, 0.5 mg",United States,,0.028,0.5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1164,0.5 MG,Inj diltiazem in 0.72% nacl,United States,,0.176,0.5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1165,50 MG,Phenytoin sodium injection,United States,,0.545,50 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1171,0.1 MG,"Inj, hydromorphone, 0.1 mg",United States,,0.136,0.1 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1190,250 MG,Dexrazoxane hcl injection,United States,,41.441,250 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1200,50 MG,Diphenhydramine hcl injectio,United States,,0.752,50 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
HCPCS_ASP,USD,medicines,,,False,J1201,0.5 MG,Inj. cetirizine hcl 0.5mg,United States,,17.156,0.5 MG,False,"{""effective_date"": null, ""licence_class"": ""permissive"", ""retrieved_at"": null, ""source_id"": ""us_cms_asp"", ""source_url"": ""https://www.cms.gov/medicare/payment/fee-for-service-providers/part-b-drugs/average-drug-sales-price"", ""source_version"": ""us_cms_asp_july_2026_payment_limit"", ""transformation_notes"": ""Parsed public CMS Medicare Part B payment-limit fields from local CSV file payment_limits.csv; payment limits are not coverage or confidential manufacturer ASP.""}",,part_b,us_cms_asp
